URL,Title,Published,Author,Abstract,Atom Category,Filtered Category,Search Term
http://arxiv.org/abs/1203.1197v1,Distributed super dense coding over noisy channels,2012-03-06,Dagmar Bruss,"We study multipartite super dense coding in the presence of a covariant noisy
channel. We investigate the case of many senders and one receiver, considering
both unitary and non-unitary encoding. We study the scenarios where the senders
apply local encoding or global encoding. We show that, up to some
pre-processing on the original state, the senders cannot do better encoding
than local, unitary encoding. We then introduce general Pauli channels as a
significant example of covariant maps. Considering Pauli channels, we provide
examples for which the super dense coding capacity is explicitly determined.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1203.1327v1,Two Populations of Molecular Clouds in the Antennae Galaxies,2012-03-06,Luis C. Ho,"Super star clusters --- extremely massive clusters found predominately in
starburst environments --- are essential building blocks in the formation of
galaxies and thought to dominate star formation in the high-redshift universe.
However, the transformation from molecular gas into these ultra-compact star
clusters is not well understood. To study this process, we used the
Submillimeter Array and the Plateau de Bure Interferometer to obtain high
angular resolution (~1.5"" or 160 pc) images of the Antennae overlap region in
CO(2--1) to search for the molecular progenitors of the super star clusters. We
resolve the molecular gas distribution into a large number of clouds, extending
the differential cloud mass function down to a 5\sigma completeness limit of
3.8x10^5 M_sun. We identify a distinct break in the mass function around log
M_mol/M_sun ~ 6.5, which separates the molecular clouds into two distinct
populations. The smaller, less massive clouds reside in more quiescent areas in
the region, while the larger, more massive clouds cluster around regions of
intense star formation. A broken power-law fit to the mass function yields
slopes of \alpha = -1.39+/-0.10 and \alpha = -1.44+/-0.14 for the low- and
high-mass cloud population, well-matched to the mass function found for super
star clusters in the Antennae galaxies. We find large velocity gradients and
velocity dispersions at the locations of intense star formation, suggestive of
compressive shocks. It is likely that these environmental factors contribute to
the formation of the observed massive molecular clouds and super star clusters
in the Antennae galaxies.",astro-ph.CO,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1202.5642v1,"Extraordinary magnetoresistance in graphite: experimental evidence for
  the time-reversal symmetry breaking",2012-02-25,A. S. Alexandrov,"The ordinary magnetoresistance (MR) of doped semiconductors is positive and
quadratic in a low magnetic field, B, as it should be in the framework of the
Boltzmann kinetic theory or in the conventional hopping regime. We observe an
unusual highly-anisotropic in-plane MR in graphite, which is neither quadratic
nor always positive. In a certain current direction MR is negative and linear
in B in fields below a few tens of mT with a crossover to a positive MR at
higher fields, while in a perpendicular current direction we observe a giant
super-linear and positive MR. These extraordinary MRs are respectively
explained by a hopping magneto-conductance via non-zero angular momentum
orbitals, and by the magneto-conductance of inhomogeneous media. The linear
orbital NMR is a unique signature of the broken time-reversal symmetry (TRS) in
graphite. While some local paramagnetic centers could be responsible for the
broken TRS, the observed large diamagnetism suggests a more intriguing
mechanism of this breaking, involving superconducting clusters with
unconventional (chiral) order parameters and spontaneously generated
normal-state current loops in graphite.",cond-mat.supr-con,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1202.4358v1,Natural Product Xn on matrices,2012-02-20,Florentin Smarandache,"This book has eight chapters. The first chapter is introductory in nature.
Polynomials with matrix coefficients are introduced in chapter two. Algebraic
structures on these polynomials with matrix coefficients is defined and
described in chapter three. Chapter four introduces natural product on
matrices. Natural product on super matrices is introduced in chapter five.
Super matrix linear algebra is introduced in chapter six. Chapter seven claims
only after this notion becomes popular we can find interesting applications of
them. The final chapter suggests over 100 problems some of which are at
research level.",math.GM,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1202.4182v2,"A common scenario for an small vacuum energy and long lived super heavy
  dark matter",2012-02-19,O. P. Santillan,"A toy model giving rise to long lived super heavy particles and an small
vacuum density energy, of the order of the one measured in the present
universe, is constructed. This model consists in hidden sector invariant under
an $SU(2)_L$ gauge symmetry, whose masses are provided by the standard Higgs
mechanism. It is assumed that the standard model particles are also charged
under this interaction. The hidden fermions and the hidden Higgs are
super-heavy, which mass values close to the GUT scale. In addition, there is an
spontaneously broken U(1) chiral symmetry, giving rise to a pseudoscalar
Goldstone boson which we refer as a ""hidden axion"". We model the vacuum energy
of the universe as the potential energy of this pseudoscalar, and this fixes
several scales of the model. In particular, it is shown that the interaction
between the hidden and the ordinary sector is very weak, of the order of the
gravitational one. The approach to the vacuum energy problem presented here is
a quintessence like mechanism, in which it is assumed that the true vacuum
density energy is zero for some unknown reason, except for the contribution of
the light axion. As consequence of the weakness of this interaction, the hidden
Higgs is long lived and may act as a super heavy component of the dark matter
at present times.",hep-th,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1202.2400v1,"The peculiar case of the ""double-humped"" super-luminous supernova
  SN2006oz",2012-02-11,Denis Leahy,"SN2006oz is a super-luminous supernova with a mysterious bright precursor
that has resisted explanation in standard models. However, such a precursor has
been predicted in the dual-shock quark nova (dsQN) model of super-luminous
supernovae -- the precursor is the SN event while the main light curve of the
SLSN is powered by the Quark-Nova (QN; explosive transition of the neutron star
to a quark star). As the SN is fading, the QN re-energizes the SN ejecta,
producing a ""double-humped"" light curve. In this paper, we show the dsQN model
successfully reproduces the observed light curve of SN2006oz.",astro-ph.HE,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1202.2101v3,"Lattice formulation of two-dimensional N=(2,2) super Yang-Mills with
  SU(N) gauge group",2012-02-09,Issaku Kanamori,"We propose a lattice model for two-dimensional SU(N) N=(2,2) super Yang-Mills
model. We start from the CKKU model for this system, which is valid only for
U(N) gauge group. We give a reduction of U(1) part keeping a part of
supersymmetry. In order to suppress artifact vacua, we use an admissibility
condition.",hep-lat,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1202.2013v1,Compositions constrained by graph Laplacian minors,2012-02-09,Clifford Taylor,"Motivated by examples of symmetrically constrained compositions, super convex
partitions, and super convex compositions, we initiate the study of partitions
and compositions constrained by graph Laplacian minors. We provide a complete
description of the multivariate generating functions for such compositions in
the case of trees. We answer a question due to Corteel, Savage, and Wilf
regarding super convex compositions, which we describe as compositions
constrained by Laplacian minors for cycles; we extend this solution to the
study of compositions constrained by Laplacian minors of leafed cycles.
Connections are established and conjectured between compositions constrained by
Laplacian minors of leafed cycles of prime length and algebraic/combinatorial
properties of reflexive simplices.",math.CO,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1202.1824v1,The Hidden Quantum Groups Symmetry of Super-renormalizable Gravity,2012-02-08,Leonardo Modesto,"In this paper we consider the relation between the super-renormalizable
theories of quantum gravity (SRQG) studied in [arXiv:1110.5249v2,
arXiv:1202.0008] and an underlying non-commutativity of spacetime. For one
particular super-renormalizable theory we show that at linear level (quadratic
in the Lagrangian) the propagator of the theory is the same we obtain starting
from a theory of gravity endowed with {\theta}-Poincar\'e quantum groups of
symmetry. Such a theory is over the so called {\theta}-Minkowski non-commuative
spacetime. We shed new light on this link and show that among the theories
considered in [arXiv:1110.5249v2, arXiv:1202.0008], there exist only one
non-local and Lorentz invariant super-renormalizable theory of quantum gravity
that can be described in terms of a quantum group symmetry structure. We also
emphasize contact with pre-existent works in the literature and discuss
preservation of the equivalence principle in our framework.",hep-th,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1202.1549v1,Solar neutrino records: Gauss or non-Gauss is the question,2012-02-07,D. Kumar,"This article discusses the possible variation of the solar neutrino flux over
time in the records of Super-Kamiokande-I and the relation to non-equilibrium
statistical mechanics and the entropic pathway model. The scaling behavior of
the Super-Kamiokande-I time series is investigated utilizing Standard Deviation
Analysis and Diffusion Entropy Analysis. The data set exhibit scaling behavior
and may follow Levy-type probability distribution function.",physics.gen-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1202.1077v2,"Geodesics on a supermanifold and projective equivalence of super
  connections",2012-02-06,Gijs Tuynman,"We investigate the concept of projective equivalence of connections in
supergeometry. To this aim, we propose a definition for (super) geodesics on a
supermanifold in which, as in the classical case, they are the projections of
the integral curves of a vector field on the tangent bundle: the geodesic
vector field associated with the connection. Our (super) geodesics possess the
same properties as the in the classical case: there exists a unique (super)
geodesic satisfying a given initial condition and when the connection is
metric, our supergeodesics coincide with the trajectories of a free particle
with unit mass. Moreover, using our definition, we are able to establish Weyl's
characterization of projective equivalence in the super context: two
torsion-free (super) connections define the same geodesics (up to
reparametrizations) if and only if their difference tensor can be expressed by
means of a (smooth, even, super) 1-form.",math.DG,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1202.0399v1,Ultralow-dissipative conductivity by Dirac fermions in BaFe$_2$As$_2$,2012-02-02,Atsutaka Maeda,"We report on the anomalous behavior of the complex conductivity of
BaFe$_{2}$As$_{2}$, which is related to the Dirac cone, in the terahertz
(THz)-frequency region. Above the spin-density-wave (SDW) transition
temperature, the conductivity spectra follow the Drude model. In the SDW state,
the imaginary part of the complex conductivity, $\sigma_2$, is suppressed in
comparison to that expected according to the Drude model. The real part,
$\sigma_1$, exhibits nearly Drude-like behavior. This behavior (i.e., almost no
changes in $\sigma_1$ and the depression of $\sigma_2$) can be regarded as the
addition of extra conductivity without any dissipations in the Drude-type
conductivity. The origin of this ultralow-dissipative conductivity is found to
be due to conductivity contribution from quasiparticles within the Dirac cone.
In other words, we are able to observe the dynamics of Dirac fermions through
the conductivity spectra of BaFe$_2$As$_2$, clearly and directly.",cond-mat.supr-con,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1202.0099v1,"Gap solitons of a super-Tonks-Girardeau gas in a one-dimensional
  periodic potential",2012-02-01,C. S. Liu,"We study the stability of gap solitons of the super-Tonks-Girardeau bosonic
gas in one-dimensional periodic potential. The linear stability analysis
indicates that increasing the amplitude of periodic potential or decreasing the
nonlinear interactions, the unstable gap solitons can become stable. In
particular, the theoretical analysis and numerical calculations show that,
comparing to the lower-family of gap solitons, the higher-family of gap
solitons are easy to form near the bottoms of the linear Bloch band gaps. The
numerical results also verify that the composition relations between various
gap solitons and nonlinear Bloch waves are general and can exist in the
super-Tonks-Girardeau phase.",cond-mat.quant-gas,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1202.0028v1,"Disquitiones analyticae super evolutione potestatis trinomialis
  (1+x+xx)^n",2012-01-31,Alexander Aycock,"Euler investigates the Taylorseries of (1+x+xx)^n and uses the results to
evaluates some integrals which are today often proved with the calculus of
residues.",math.HO,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1201.6285v2,"A Twistor Description of Six-Dimensional N=(1,1) Super Yang-Mills Theory",2012-01-30,Martin Wolf,"We present a twistor space that describes super null-lines on six-dimensional
N=(1,1) superspace. We then show that there is a one-to-one correspondence
between holomorphic vector bundles over this twistor space and solutions to the
field equations of N=(1,1) super Yang-Mills theory. Our constructions naturally
reduce to those of the twistorial description of maximally supersymmetric
Yang-Mills theory in four dimensions.",hep-th,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1201.6244v1,"Cavity Quantum Electrodynamics with a Single Quantum Dot Coupled to a
  Photonic Molecule",2012-01-30,Jelena Vučković,"We demonstrate the effects of cavity quantum electrodynamics for a quantum
dot coupled to a photonic molecule, consisting of a pair of coupled photonic
crystal cavities. We show anti-crossing between the quantum dot and the two
super-modes of the photonic molecule, signifying achievement of the strong
coupling regime. From the anti-crossing data, we estimate the contributions of
both mode-coupling and intrinsic detuning to the total detuning between the
super-modes. Finally, we also show signatures of off-resonant cavity-cavity
interaction in the photonic molecule.",cond-mat.mes-hall,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1201.6301v1,"Heat trace asymptotics and the Gauss-Bonnet Theorem for general
  connections",2012-01-30,E. M. Santangelo,"We examine the local super trace asymptotics for the de Rham complex defined
by an arbitrary super connection on the exterior algebra. We show, in contrast
to the situation in which the connection in question is the Levi-Civita
connection, that these invariants are generically non-zero in positive degree
and that the critical term is not the Pfaffian.",math.AP,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1201.6073v1,Conformal anomaly of super Wilson loop,2012-01-29,A. V. Belitsky,"Classically supersymmetric Wilson loop on a null polygonal contour possesses
all symmetries required to match it onto non-MHV amplitudes in maximally
supersymmetric Yang-Mills theory. However, to define it quantum mechanically,
one is forced to regularize it since perturbative loop diagrams are not
well-defined due to presence of ultraviolet divergences stemming from
integration in the vicinity of the cusps. A regularization that is adopted by
practitioners by allowing one to use spinor helicity formalism, on the one
hand, and systematically go to higher orders of perturbation theory is based on
a version of dimensional regularization, known as Four-Dimensional Helicity
scheme. Recently it was demonstrated that its use for the super Wilson loop at
one loop breaks both conformal symmetry and Poincare supersymmetry. Presently,
we exhibit the origin for these effects and demonstrate how one can undo this
breaking. The phenomenon is alike the one emerging in renormalization group
mixing of conformal operators in conformal theories when one uses dimensional
regularization. The rotation matrix to the diagonal basis is found by means of
computing the anomaly in the Ward identity for the conformal boost. Presently,
we apply this ideology to the super Wilson loop. We compute the one-loop
conformal anomaly for the super Wilson loop and find that the anomaly depends
on its Grassmann coordinates. By subtracting this anomalous contribution from
the super Wilson loop we restore its interpretation as a dual description for
reduced non-MHV amplitudes which are expressed in terms of superconformal
invariants.",hep-th,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1201.5366v2,"Simplifying Multiloop Integrands and Ultraviolet Divergences of Gauge
  Theory and Gravity Amplitudes",2012-01-25,R. Roiban,"We use the duality between color and kinematics to simplify the construction
of the complete four-loop four-point amplitude of N=4 super-Yang-Mills theory,
including the nonplanar contributions. The duality completely determines the
amplitude's integrand in terms of just two planar graphs. The existence of a
manifestly dual gauge-theory amplitude trivializes the construction of the
corresponding N=8 supergravity integrand, whose graph numerators are double
copies (squares) of the N=4 super-Yang-Mills numerators. The success of this
procedure provides further nontrivial evidence that the duality and double-copy
properties hold at loop level. The new form of the four-loop four-point
supergravity amplitude makes manifest the same ultraviolet power counting as
the corresponding N=4 super-Yang-Mills amplitude. We determine the amplitude's
ultraviolet pole in the critical dimension of D=11/2, the same dimension as for
N=4 super-Yang-Mills theory. Strikingly, exactly the same combination of vacuum
integrals (after simplification) describes the ultraviolet divergence of N=8
supergravity as the subleading-in-1/N_c^2 single-trace divergence in N=4
super-Yang-Mills theory.",hep-th,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1201.5012v1,On the non-planar beta-deformed N=4 super-Yang-Mills theory,2012-01-24,R. Roiban,"The beta-deformation is one of the two superconformal deformations of the N=4
super-Yang-Mills theory. At the planar level it shares all of its properties
except for supersymmetry, which is broken to the minimal amount. The tree-level
amplitudes of this theory exhibit new features which depart from the commonly
assumed properties of gauge theories with fields in the adjoint representation.
  We analyze in detail complete one-loop amplitudes and a nonplanar two-loop
amplitude of this theory and show that, despite having only N=1 supersymmetry,
two-loop amplitudes have a further-improved ultraviolet behavior. This
phenomenon is a counterpart of a similar improvement previously observed in the
double-trace amplitude of the N=4 super-Yang-Mills theory at three and four
loop order and points to the existence of additional structure in both the
deformed and undeformed theories.",hep-th,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1201.4850v2,Cosmic Super-Strings and Kaluza-Klein Modes,2012-01-23,Jean-Francois Dufaux,"Cosmic super-strings interact generically with a tower of relatively light
and/or strongly coupled Kaluza-Klein (KK) modes associated with the geometry of
the internal space. In this paper, we study the production of spin-2 KK
particles by cusps on loops of cosmic F- and D-strings. We consider cosmic
super-strings localized either at the bottom of a warped throat or in a flat
internal space with large volume. The total energy emitted by cusps in KK modes
is comparable in both cases, although the number of produced KK modes may
differ significantly. We then show that KK emission is constrained by the
photo-dissociation of light elements and by observations of the diffuse gamma
ray background. We show that this rules out regions of the parameter space of
cosmic super-strings that are complementary to the regions that can be probed
by current and upcoming gravitational wave experiments. KK modes are also
expected to play an important role in the friction-dominated epoch of cosmic
super-string evolution.",hep-th,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1201.4812v2,"Orbital polarization and magnetization for independent particles in
  disordered media",2012-01-23,Stefan Teufel,"Formulas for the contribution of the conduction electrons to the polarization
and magnetization are derived for disordered systems and within a one-particle
framework. These results generalize known formulas for Bloch electrons and the
presented proofs considerably simplify and strengthen prior justifications. The
new formulas show that orbital polarization and magnetization are of geometric
nature. This leads to quantization for a periodically driven Piezo effect as
well as the derivative of the magnetization w.r.t. the chemical potential. It
is also shown how the latter is connected to boundary currents in Chern
insulators. The main technical tools in the proofs are an adaption of Nenciu's
super-adiabatic theory to C$^*$-dynamical systems and Bellissard's Ito
derivatives w.r.t. the magnetic field.",math-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1201.3491v1,Super Fractal Interpolation Functions,2012-01-17,Srijanani Anurag Prasad,"In the present work, the notion of Super Fractal Interpolation Function
(SFIF) is introduced for finer simulation of the objects of the nature or
outcomes of scientific experiments that reveal one or more structures embedded
in to another. In the construction of SFIF, an IFS is chosen from a pool of
several IFS at each level of iteration leading to implementation of the desired
randomness and variability in fractal interpolation of the given data. Further,
an expository description of our investigations on the integral, the smoothness
and determination of conditions for existence of derivatives of a SFIF is given
in the present work.",math.DS,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1201.3048v1,"Experimental Evidence of Cage Conduction Bands in Superconducting Cement
  12CaO$\cdot$7Al$_2$O$_3$",2012-01-14,A. Moewes,"Natural 12CaO$\cdot$7Al$_2$O$_3$ (C12A7) is a wide bandgap insulator, but
conductivity can be realized by introducing oxygen deficiency. Currently, there
are two competing models explaining conductivity in oxygen-deficient C12A7, one
involving the electron transfer via a ""cage conduction band"" inside the nominal
band gap, the other involving electron hopping along framework lattice sites.
To help resolve this debate, we probe insulating and conducting C12A7 with
X-ray emission, X-ray absorption, and X-ray photoemission spectroscopy, which
provide a full picture of both the valence and conduction band edges in these
materials. These measurements suggest the existence of a narrow conduction band
between the main conduction and valence bands common in both conducting and
insulating C12A7 and support the theory that free electrons in oxygen-deficient
C12A7 occupy the low-energy states of this narrow band. Our measurements are
corroborated with density functional theory calculations.",cond-mat.supr-con,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1201.2583v1,"Near-Infrared Super Resolution Imaging with Metallic Nanoshell Particle
  Chain Array",2012-01-12,Lili Yang,"We propose a near-infrared super resolution imaging system without a lens or
a mirror but with an array of metallic nanoshell particle chain. The imaging
array can plasmonically transfer the near-field components of dipole sources in
the incoherent and coherent manners and the super resolution images can be
reconstructed in the output plane. By tunning the parameters of the metallic
nanoshell particle, the plasmon resonance band of the isolate nanoshell
particle red-shifts to the near-infrared region. The near-infrared super
resolution images are obtained subsequently. We calculate the field intensity
distribution at the different planes of imaging process using the finite
element method and find that the array has super resolution imaging capability
at near-infrared wavelengths. We also show that the image formation highly
depends on the coherence of the dipole sources and the image-array distance.",physics.optics,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1201.2653v2,Simple superamplitudes in higher dimensions,2012-01-12,Donal O'Connell,"We provide simple superspaces based on a formulation of spinor helicity in
general even dimensions. As a distinguishing feature these spaces admit a
fermionic super-momentum conserving delta function solution to the on-shell
supersymmetry Ward identities. Using these solutions, we present beautifully
simple formulae for the complete three, four and five point superamplitudes in
maximal super Yang-Mills theory in eight dimensions, and for the three and four
point superamplitudes in ten dimensional type IIB supergravity. In addition, we
discuss the exceptional kinematics of the three point amplitude, and the
supersymmetric spinorial BCFW recursion, in general dimensions.",hep-th,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1201.1924v1,"Investigating the sign problem for two-dimensional $\mathcal{N}=(2,2)$
  and $\mathcal{N}=(8,8)$ lattice super Yang--Mills theories",2012-01-09,Dhagash Mehta,"Recently there has been some controversy in the literature concerning the
existence of a fermion sign problem in the $\mathcal{N}=(2,2)$ supersymmetric
Yang--Mills (SYM) theories on the lattice. In this work, we address this issue
by conducting Monte Carlo simulations not only for $\mathcal{N}=(2,2)$ but also
for $\mathcal{N}=(8,8)$ SYM in two dimensions for the U(N) theories with N=2,
using the new ideas derived from topological twisting followed by geometric
discretization. Our results from simulations provide the evidence that these
theories do {\it not} suffer from a sign problem as the continuum limit is
approached. These results thus boost confidence that these new lattice
formulations can be used successfully to explore the nonperturbative aspects of
the four-dimensional $\mathcal{N}=4$ SYM theory.",hep-lat,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1201.1584v1,"Interaction of Close-in Planets with the Magnetosphere of their Host
  Stars. II. Super-Earths as Unipolar Inductors and their Orbital Evolution",2012-01-07,Douglas N. C. Lin,"Planets with several Earth masses and a few day orbital periods have been
discovered through radial velocity and transit surveys. Regardless of their
formation mechanism, a key evolution issue is the efficiency of their retention
near their host stars. If these planets attained their present-day orbits
during or shortly after the T Tauri phase of their host stars, a large fraction
would have encountered intense stellar magnetic field. Since these planets have
a higher conductivity than the atmosphere of their stars, the magnetic flux
tube connecting the planet and host star would slip though the envelope of the
star faster than across the planet. The induced electro-motive force across the
planet's diameter leads to a potential drop which propagates along a flux tube
away from the planet with an Alfven speed. The foot of the flux tube sweeps
across the stellar surface and the potential drop drives a DC current analogous
to that proposed for the Io-Jupiter electrodynamic interaction. The ohmic
dissipation of this current produces potentially observable hot spots in the
star envelope. The current heats the planet and leads to a Lorrentz torque
which drives the planet's orbit to evolve toward circularization and
synchronization with the star's spin. The net effect is the damping of the
planet's orbital eccentricity. Around slowly (rapidly) spinning stars, this
process also causes rocky planets with periods less than a few days to undergo
orbital decay (expansion/stagnation) within a few Myr. In principle, this
effect can determine the retention efficiency of short-period hot Earths. We
also estimate the ohmic dissipation in these planets and show that it can lead
to severe structure evolution and potential loss of volatile material. However,
these effects may be significantly weakened by the reconnection of the induced
field [Slightly shortened abstract].",astro-ph.EP,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1201.1059v1,"Domain Wall Conductivity in Oxygen Deficient Multiferroic YMnO3 Single
  Crystals",2012-01-05,J. Y. Wang,"The transport properties of domain walls in oxygen deficient multiferroic
YMnO3 single crystals have been probed using conductive atomic force microscopy
and piezoresponse force microscopy. Domain walls exhibit significantly enhanced
conductance after being poled in electric fields, possibly induced by oxygen
vacancy ordering at domain walls. The electronic conduction can be understood
by the Schottky emission and Fowler-Nordheim tunnelling mechanisms. Our results
show that the domain wall conductance can be modulated through band structure
engineering by manipulating ordered oxygen vacancies in the poling fields.",cond-mat.mtrl-sci,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1201.1007v1,Searching for super-WIMPs in leptonic heavy meson decays,2012-01-04,Alexey A. Petrov,"We study constraints on the models of bosonic super-weakly interacting
particle (super-WIMP) dark matter (DM) with DM masses $m_X \sim \mathcal{O}(1 -
100)$ keV from leptonic decays $M\rightarrow \ell \bar{\nu}_\ell + X$, where
$M=B^\pm, D^\pm, D_s^\pm$ is a heavy meson state. We focus on two cases where
$X$ denotes either a light pseudoscalar (axion-like), or a light vector state
that couples to the standard model (SM) through kinetic mixing. We note that
for a small DM mass these decays are separately sensitive to DM couplings to
quarks, but not its mass.",hep-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1201.0848v2,"Bounds of Efficiency at Maximum Power for Normal-, Sub- and
  Super-Dissipative Carnot-Like Heat Engines",2012-01-04,Z. C. Tu,"The Carnot-like heat engines are classified into three types (normal-, sub-
and super-dissipative) according to relations between the minimum irreversible
entropy production in the ""isothermal"" processes and the time for completing
those processes. The efficiencies at maximum power of normal-, sub- and
super-dissipative Carnot-like heat engines are proved to be bounded between
$\eta_C/2$ and $\eta_C/(2-\eta_C)$, $\eta_C /2$ and $\eta_C$, 0 and
$\eta_C/(2-\eta_C)$, respectively. These bounds are also shared by linear, sub-
and super-linear irreversible Carnot-like engines [Tu and Wang, Europhys. Lett.
98, 40001 (2012)] although the dissipative engines and the irreversible ones
are inequivalent to each other.",cond-mat.stat-mech,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1201.0521v1,"Photo control of transport properties in disorderd wire; average
  conductance, conductance statistics, and time-reversal symmetry",2012-01-02,Eugene Demler,"In this paper, we study the full conductance statistics of disordered one
dimensional wire under the application of light. We develop the transfer matrix
method for periodically driven systems to analyze the conductance of large
system with small frequency of light, where coherent photon absorptions play
important role to determine not only the average but also the shape of
conductance distributions. The average conductance under the application of
light results from the competition between dynamic localization and effective
dimension increase, and shows non-monotonic behavior as a function of driving
amplitude. On the other hand, the shape of conductance distribution displays
crossover phenomena in the intermediate disorder strength; the application of
light dramatically changes the distribution from log-normal to normal
distributions. Furthermore, we propose that conductance of disordered systems
can be controlled by engineering the shape, frequency and amplitude of light.
Change of the shape of driving field controls the time-reversals symmetry and
the disordered system shows analogous behavior as negative magneto-resistance
known in static weak localization. A small change of frequency and amplitude of
light leads to a large change of conductance, displaying giant-opto response.
Our work advances the perspective to control the mean as well as the full
conductance statistics by coherently driving disordered systems.",cond-mat.dis-nn,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1112.5432v1,"Outward migration of a super-Earth in a disc with outward propagating
  density waves excited by a giant planet",2011-12-22,E. Szuszkiewicz,"In this paper we consider a new mechanism for stopping the inward migration
of a low-mass planet embedded in a gaseous protoplanetary disc. It operates
when a low-mass planet (for example a super-Earth), encounters outgoing density
waves excited by another source in the disc. This source could be a gas giant
in an orbit interior to that of the low-mass planet. As the super-Earth passes
through the wave field, angular momentum is transferred to the disc material
and then communicated to the planet through coorbital dynamics, with the
consequence that its inward migration can be halted or even reversed. We
illustrate how the mechanism we consider works in a variety of different
physical conditions employing global two-dimensional hydrodynamical
calculations. We confirm our results by performing local shearing box
simulations in which the super-Earth interacts with density waves excited by an
independent harmonically varying potential. Finally, we discuss the constraints
arising from the process considered here, on formation scenarios for systems
containing a giant planet and lower mass planet in an outer orbit with a 2:1
commensurability such as GJ876.",astro-ph.EP,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1112.4194v3,Stable super-inflating cosmological solutions in f(R)-gravity,2011-12-18,Alexey V. Toporensky,"We consider super-inflating solutions in modified gravity for several popular
families of $f(R)$ functions. Using scalar field reformulation of
$f(R)$-gravity we describe how the form of effective scalar field potential can
be used for explaining existence of stable super-inflation solutions in the
theory under consideration. Several new solutions of this type have been found
analytically and checked numerically.",gr-qc,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1112.3588v1,On the sign problem in 2D lattice super Yang--Mills,2011-12-15,Dhagash Mehta,"In recent years a new class of supersymmetric lattice theories have been
proposed which retain one or more exact supersymmetries for non-zero lattice
spacing. Recently there has been some controversy in the literature concerning
whether these theories suffer from a sign problem. In this paper we address
this issue by conducting simulations of the N=(2, 2) and N=(8, 8)
supersymmetric Yang--Mills theories in two dimensions for the U(N) theories
with N=2,3,4, using the new twisted lattice formulations. Our results provide
evidence that these theories do not suffer from a sign problem in the continuum
limit. These results thus boost confidence that the new lattice formulations
can be used successfully to explore non-perturbative aspects of
four-dimensional N=4 supersymmetric Yang--Mills theory.",hep-lat,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1112.3425v1,Results from Super-Kamiokande,2011-12-15,Yasuo Takeuchi,"The recent results from Super-Kamiokande (SK) are reported. On atmospheric
neutrino analysis, we have performed a full 3-flavor oscillation analysis with
SK-I+II+III data. A CPT violation study on atmospheric neutrino is also done
with SK-I+II+III data. On solar neutrino analysis, a 3-flavor oscillation
analysis with SK-III data is performed.",hep-ex,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/1112.1906v3,Bilocal phase operators in beta-deformed super Yang-Mills,2011-12-08,Mads Sogaard,"We present tree-level scattering amplitudes in beta-deformed super Yang-Mills
theory in terms of new generating functions, derived by construction of a phase
operator and application thereof to the N = 4 superamplitudes. The technique is
explicitly illustrated for the MHV and NMHV sectors. Along these lines we
propose a phase representation of the N = 4 superconformal algebra realized on
deformed amplitudes in the planar limit. Validity of the MHV vertex expansion
is proven and a connection to non-planar multi-loop unitarity cuts is
established. Our derivations are also compatible with the related
gamma-deformation.",hep-th,cat:quant-ph,all:super%20conducting
